Warehouse_block,Mode_of_Shipment,Cost_of_the_Product,Product_importance,Discount_offered,Reached.on.Time_Y.N,Customer_calls_class,Prior_purchase_category,Weight_category
B,Ship,142,low,6,late,seldom calls,0-3 purchase,heavy
C,Ship,209,low,2,ontime,seldom calls,0-3 purchase,medium
F,Ship,157,medium,7,late,seldom calls,> 3 purchase,medium
D,Ship,267,low,7,late,frequently calls,0-3 purchase,heavy
F,Ship,177,low,1,late,frequently calls,> 3 purchase,medium
A,Ship,214,medium,6,ontime,occasionally calls,0-3 purchase,medium
B,Ship,247,low,4,late,occasionally calls,0-3 purchase,medium
C,Ship,268,low,10,late,seldom calls,> 3 purchase,medium
F,Ship,242,medium,6,late,frequently calls,0-3 purchase,medium
D,Ship,176,low,1,ontime,seldom calls,0-3 purchase,medium
F,Ship,231,medium,10,ontime,frequently calls,0-3 purchase,medium
A,Ship,124,medium,1,late,seldom calls,0-3 purchase,heavy
B,Ship,179,low,4,late,seldom calls,0-3 purchase,medium
C,Ship,207,low,7,late,occasionally calls,0-3 purchase,medium
F,Ship,128,medium,7,late,occasionally calls,0-3 purchase,heavy
D,Ship,167,medium,8,ontime,seldom calls,0-3 purchase,medium
F,Ship,243,medium,5,late,seldom calls,> 3 purchase,medium
A,Ship,252,low,6,ontime,occasionally calls,> 3 purchase,medium
B,Ship,202,medium,10,late,occasionally calls,0-3 purchase,medium
C,Ship,241,medium,3,late,occasionally calls,0-3 purchase,medium
F,Ship,182,medium,10,late,occasionally calls,0-3 purchase,medium
D,Ship,156,low,5,late,seldom calls,0-3 purchase,heavy
F,Road,266,low,6,late,occasionally calls,0-3 purchase,heavy
A,Road,228,low,9,ontime,occasionally calls,0-3 purchase,medium
B,Road,210,low,3,late,occasionally calls,> 3 purchase,medium
C,Road,135,medium,7,ontime,seldom calls,0-3 purchase,medium
F,Road,248,medium,4,late,occasionally calls,0-3 purchase,medium
D,Road,227,medium,3,ontime,seldom calls,0-3 purchase,heavy
F,Road,257,medium,2,late,seldom calls,0-3 purchase,heavy
A,Road,199,low,2,ontime,occasionally calls,0-3 purchase,medium
B,Road,232,low,1,ontime,occasionally calls,0-3 purchase,medium
C,Road,258,low,7,ontime,frequently calls,> 3 purchase,medium
F,Road,268,medium,5,ontime,frequently calls,0-3 purchase,heavy
D,Road,260,low,2,ontime,seldom calls,> 3 purchase,medium
F,Road,190,medium,1,late,occasionally calls,0-3 purchase,medium
A,Road,176,medium,8,late,frequently calls,0-3 purchase,medium
B,Road,227,low,10,ontime,seldom calls,0-3 purchase,medium
C,Road,150,medium,8,ontime,frequently calls,> 3 purchase,medium
F,Road,160,high,4,ontime,seldom calls,0-3 purchase,medium
D,Road,113,medium,4,late,frequently calls,0-3 purchase,medium
F,Road,145,low,5,ontime,frequently calls,0-3 purchase,medium
A,Road,206,low,2,late,occasionally calls,0-3 purchase,heavy
B,Road,207,low,5,late,seldom calls,0-3 purchase,medium
C,Road,133,medium,8,ontime,seldom calls,0-3 purchase,medium
F,Flight,261,low,10,late,seldom calls,0-3 purchase,medium
D,Flight,194,medium,1,ontime,occasionally calls,0-3 purchase,medium
F,Flight,244,medium,6,late,seldom calls,0-3 purchase,medium
A,Flight,150,low,5,ontime,occasionally calls,0-3 purchase,medium
B,Flight,267,low,7,late,seldom calls,0-3 purchase,medium
C,Flight,251,medium,4,ontime,seldom calls,0-3 purchase,medium
F,Flight,185,low,8,late,occasionally calls,0-3 purchase,medium
D,Flight,112,low,1,ontime,seldom calls,> 3 purchase,medium
F,Flight,264,medium,1,ontime,seldom calls,> 3 purchase,medium
A,Flight,274,low,1,late,frequently calls,0-3 purchase,medium
B,Flight,234,medium,10,late,occasionally calls,0-3 purchase,medium
C,Flight,157,medium,7,ontime,seldom calls,0-3 purchase,heavy
F,Flight,247,medium,6,ontime,frequently calls,> 3 purchase,medium
D,Flight,179,high,8,late,frequently calls,0-3 purchase,medium
F,Flight,202,medium,10,late,seldom calls,0-3 purchase,medium
A,Flight,148,medium,3,ontime,occasionally calls,0-3 purchase,medium
B,Flight,183,medium,2,ontime,frequently calls,> 3 purchase,medium
C,Flight,229,medium,9,late,seldom calls,0-3 purchase,medium
F,Flight,196,low,5,late,seldom calls,> 3 purchase,medium
D,Flight,264,low,6,late,seldom calls,0-3 purchase,heavy
F,Flight,233,medium,1,ontime,seldom calls,> 3 purchase,heavy
A,Flight,166,low,7,ontime,seldom calls,0-3 purchase,medium
B,Ship,185,low,2,ontime,frequently calls,0-3 purchase,medium
C,Ship,184,low,2,late,seldom calls,0-3 purchase,medium
F,Ship,98,low,9,late,frequently calls,> 3 purchase,medium
D,Ship,177,high,7,late,seldom calls,0-3 purchase,medium
F,Ship,193,low,10,ontime,seldom calls,0-3 purchase,heavy
A,Ship,165,medium,1,ontime,seldom calls,0-3 purchase,medium
B,Ship,183,low,6,late,occasionally calls,> 3 purchase,medium
C,Ship,161,low,2,ontime,occasionally calls,0-3 purchase,medium
F,Ship,238,low,4,ontime,seldom calls,0-3 purchase,medium
D,Ship,191,low,4,late,seldom calls,> 3 purchase,medium
F,Ship,165,low,6,ontime,seldom calls,0-3 purchase,heavy
A,Ship,233,medium,1,ontime,seldom calls,0-3 purchase,medium
B,Ship,234,medium,4,late,occasionally calls,0-3 purchase,medium
C,Ship,252,medium,4,ontime,occasionally calls,0-3 purchase,heavy
F,Ship,155,low,9,ontime,seldom calls,0-3 purchase,heavy
D,Ship,269,medium,8,ontime,seldom calls,> 3 purchase,medium
F,Ship,224,low,8,ontime,occasionally calls,0-3 purchase,heavy
A,Ship,230,medium,7,ontime,frequently calls,0-3 purchase,medium
B,Ship,253,low,9,ontime,occasionally calls,0-3 purchase,medium
C,Ship,181,low,4,ontime,frequently calls,0-3 purchase,medium
F,Ship,233,high,1,ontime,occasionally calls,> 3 purchase,medium
D,Ship,243,medium,1,late,occasionally calls,> 3 purchase,medium
F,Ship,271,medium,6,late,frequently calls,0-3 purchase,medium
A,Ship,134,low,5,late,occasionally calls,> 3 purchase,medium
B,Ship,154,high,10,late,seldom calls,> 3 purchase,medium
C,Ship,222,low,2,ontime,frequently calls,> 3 purchase,medium
F,Ship,251,medium,2,late,seldom calls,> 3 purchase,medium
D,Ship,239,low,10,ontime,occasionally calls,0-3 purchase,medium
F,Ship,211,low,9,ontime,frequently calls,0-3 purchase,medium
A,Ship,195,low,5,late,seldom calls,> 3 purchase,heavy
B,Ship,224,medium,9,ontime,occasionally calls,> 3 purchase,medium
C,Ship,144,medium,2,late,occasionally calls,> 3 purchase,medium
F,Ship,167,high,5,ontime,occasionally calls,> 3 purchase,medium
D,Ship,188,medium,8,late,seldom calls,> 3 purchase,heavy
F,Ship,245,medium,3,late,seldom calls,0-3 purchase,heavy
A,Ship,212,high,3,ontime,seldom calls,0-3 purchase,medium
B,Ship,240,low,5,late,seldom calls,0-3 purchase,medium
C,Ship,226,medium,5,ontime,frequently calls,> 3 purchase,light
F,Ship,278,low,2,late,frequently calls,> 3 purchase,light
D,Ship,232,medium,4,ontime,occasionally calls,> 3 purchase,light
F,Ship,287,low,3,ontime,frequently calls,> 3 purchase,light
A,Ship,228,low,1,late,occasionally calls,> 3 purchase,light
B,Ship,232,low,10,ontime,frequently calls,> 3 purchase,light
C,Ship,308,low,8,late,frequently calls,> 3 purchase,light
F,Ship,287,low,9,late,frequently calls,> 3 purchase,light
D,Ship,246,medium,3,ontime,frequently calls,> 3 purchase,light
F,Ship,262,low,10,ontime,occasionally calls,> 3 purchase,light
A,Ship,275,low,7,ontime,frequently calls,> 3 purchase,light
B,Ship,236,medium,3,ontime,frequently calls,> 3 purchase,light
C,Ship,221,medium,6,late,frequently calls,> 3 purchase,light
F,Ship,271,low,5,late,frequently calls,> 3 purchase,light
D,Ship,229,low,7,late,occasionally calls,> 3 purchase,light
F,Ship,177,high,9,ontime,seldom calls,0-3 purchase,medium
A,Ship,193,low,3,late,seldom calls,0-3 purchase,medium
B,Ship,165,medium,1,ontime,seldom calls,0-3 purchase,heavy
C,Ship,183,low,3,ontime,occasionally calls,> 3 purchase,heavy
F,Ship,161,low,8,ontime,occasionally calls,0-3 purchase,medium
D,Ship,238,low,6,late,seldom calls,0-3 purchase,medium
F,Ship,191,low,2,late,seldom calls,> 3 purchase,medium
A,Ship,165,low,10,ontime,seldom calls,0-3 purchase,heavy
B,Ship,233,medium,2,ontime,seldom calls,0-3 purchase,medium
C,Ship,234,medium,8,ontime,occasionally calls,0-3 purchase,heavy
F,Ship,252,medium,10,late,occasionally calls,0-3 purchase,heavy
D,Ship,155,low,1,late,seldom calls,0-3 purchase,heavy
F,Ship,269,medium,4,ontime,seldom calls,> 3 purchase,medium
A,Ship,224,low,6,late,occasionally calls,0-3 purchase,medium
B,Ship,230,medium,6,ontime,frequently calls,0-3 purchase,medium
C,Ship,253,low,1,ontime,occasionally calls,0-3 purchase,medium
F,Ship,181,low,3,ontime,frequently calls,0-3 purchase,medium
D,Ship,233,high,6,ontime,occasionally calls,> 3 purchase,medium
F,Ship,243,medium,10,ontime,occasionally calls,> 3 purchase,medium
A,Ship,271,medium,6,late,frequently calls,0-3 purchase,medium
B,Ship,134,low,8,late,occasionally calls,> 3 purchase,medium
C,Ship,154,high,8,late,seldom calls,> 3 purchase,heavy
F,Ship,222,low,1,late,frequently calls,> 3 purchase,heavy
D,Ship,251,medium,9,ontime,seldom calls,> 3 purchase,heavy
F,Ship,239,low,6,late,occasionally calls,0-3 purchase,medium
A,Ship,211,low,7,late,frequently calls,0-3 purchase,heavy
B,Ship,195,low,9,ontime,seldom calls,> 3 purchase,medium
C,Ship,224,medium,7,late,occasionally calls,> 3 purchase,medium
F,Ship,144,medium,6,late,occasionally calls,> 3 purchase,medium
D,Ship,167,high,7,ontime,occasionally calls,> 3 purchase,medium
F,Ship,188,medium,1,late,seldom calls,> 3 purchase,medium
A,Ship,245,medium,10,ontime,seldom calls,0-3 purchase,medium
B,Ship,212,high,8,ontime,seldom calls,0-3 purchase,medium
C,Ship,240,low,6,ontime,seldom calls,0-3 purchase,heavy
F,Ship,226,medium,3,ontime,frequently calls,> 3 purchase,light
D,Ship,278,low,9,ontime,frequently calls,> 3 purchase,light
F,Ship,232,medium,8,ontime,occasionally calls,> 3 purchase,light
A,Ship,287,low,8,ontime,frequently calls,> 3 purchase,light
B,Ship,228,low,5,late,occasionally calls,> 3 purchase,light
C,Ship,232,low,1,ontime,frequently calls,> 3 purchase,light
F,Ship,308,low,4,ontime,frequently calls,> 3 purchase,light
D,Road,287,low,1,ontime,frequently calls,> 3 purchase,light
F,Road,246,medium,2,ontime,frequently calls,> 3 purchase,light
A,Road,262,low,3,late,occasionally calls,> 3 purchase,light
B,Road,275,low,6,ontime,frequently calls,> 3 purchase,light
C,Road,236,medium,10,ontime,frequently calls,> 3 purchase,light
F,Road,221,medium,4,late,frequently calls,> 3 purchase,light
D,Road,228,low,9,late,frequently calls,> 3 purchase,light
F,Road,234,low,1,late,occasionally calls,> 3 purchase,light
A,Road,242,low,9,ontime,frequently calls,> 3 purchase,light
B,Road,307,low,8,ontime,frequently calls,> 3 purchase,light
C,Road,260,low,4,ontime,frequently calls,> 3 purchase,light
F,Road,239,low,7,ontime,occasionally calls,> 3 purchase,light
D,Road,305,low,1,ontime,frequently calls,> 3 purchase,light
F,Road,254,low,5,ontime,frequently calls,> 3 purchase,light
A,Road,258,low,9,late,seldom calls,> 3 purchase,light
B,Road,267,low,10,ontime,frequently calls,> 3 purchase,light
C,Road,246,low,10,ontime,occasionally calls,> 3 purchase,light
F,Road,246,low,9,late,occasionally calls,> 3 purchase,light
D,Road,261,medium,5,late,occasionally calls,> 3 purchase,light
F,Road,239,low,6,ontime,frequently calls,> 3 purchase,light
A,Road,245,low,8,ontime,frequently calls,> 3 purchase,light
B,Road,237,medium,2,late,frequently calls,> 3 purchase,light
C,Flight,307,low,1,late,frequently calls,> 3 purchase,light
F,Flight,252,low,10,ontime,frequently calls,> 3 purchase,light
D,Flight,225,low,7,ontime,frequently calls,> 3 purchase,light
F,Flight,258,low,7,late,frequently calls,> 3 purchase,light
A,Flight,254,medium,6,late,frequently calls,> 3 purchase,light
B,Flight,232,low,1,late,frequently calls,> 3 purchase,light
C,Flight,255,medium,3,ontime,frequently calls,> 3 purchase,light
F,Flight,235,low,10,ontime,frequently calls,> 3 purchase,light
D,Flight,269,medium,2,ontime,frequently calls,> 3 purchase,light
F,Flight,243,low,4,ontime,frequently calls,> 3 purchase,light
A,Flight,253,low,1,late,frequently calls,> 3 purchase,light
B,Flight,266,medium,2,ontime,frequently calls,> 3 purchase,light
C,Flight,154,low,3,late,frequently calls,> 3 purchase,light
F,Flight,245,low,4,ontime,occasionally calls,> 3 purchase,light
D,Flight,275,medium,8,late,occasionally calls,> 3 purchase,light
F,Flight,261,medium,10,late,frequently calls,> 3 purchase,light
A,Flight,273,low,2,ontime,occasionally calls,> 3 purchase,light
B,Flight,303,low,5,late,frequently calls,> 3 purchase,light
C,Flight,255,low,3,late,frequently calls,> 3 purchase,light
F,Flight,225,low,1,late,occasionally calls,> 3 purchase,light
D,Flight,233,low,8,ontime,occasionally calls,> 3 purchase,light
F,Flight,285,low,3,late,frequently calls,> 3 purchase,light
A,Ship,272,medium,10,late,frequently calls,> 3 purchase,light
B,Ship,273,medium,9,late,frequently calls,> 3 purchase,light
C,Ship,253,low,4,late,occasionally calls,> 3 purchase,light
F,Ship,279,medium,4,ontime,frequently calls,> 3 purchase,light
D,Ship,235,low,8,ontime,occasionally calls,> 3 purchase,light
F,Ship,255,low,9,late,occasionally calls,> 3 purchase,light
A,Ship,301,low,7,ontime,frequently calls,> 3 purchase,light
B,Ship,245,medium,4,late,frequently calls,> 3 purchase,light
C,Ship,265,low,1,ontime,frequently calls,> 3 purchase,light
F,Ship,252,medium,2,late,occasionally calls,> 3 purchase,light
D,Ship,281,medium,2,ontime,frequently calls,> 3 purchase,light
F,Ship,269,medium,10,ontime,frequently calls,> 3 purchase,light
A,Ship,271,medium,4,late,occasionally calls,> 3 purchase,light
B,Ship,239,medium,6,late,frequently calls,> 3 purchase,light
C,Ship,293,low,2,late,frequently calls,> 3 purchase,light
F,Ship,165,medium,1,late,occasionally calls,> 3 purchase,medium
D,Ship,202,low,9,ontime,seldom calls,> 3 purchase,medium
F,Ship,201,low,2,ontime,occasionally calls,0-3 purchase,medium
A,Ship,161,low,5,ontime,frequently calls,0-3 purchase,medium
B,Ship,193,low,3,ontime,frequently calls,0-3 purchase,medium
C,Ship,152,low,1,late,seldom calls,0-3 purchase,medium
F,Ship,189,medium,3,late,occasionally calls,0-3 purchase,heavy
D,Ship,159,low,10,late,seldom calls,0-3 purchase,medium
F,Ship,259,low,1,ontime,frequently calls,0-3 purchase,heavy
A,Ship,224,medium,8,ontime,seldom calls,0-3 purchase,heavy
B,Ship,172,medium,3,late,occasionally calls,0-3 purchase,heavy
C,Ship,148,medium,5,ontime,occasionally calls,0-3 purchase,medium
F,Ship,274,medium,8,ontime,occasionally calls,0-3 purchase,medium
D,Ship,207,low,9,ontime,seldom calls,> 3 purchase,heavy
F,Ship,159,medium,2,late,occasionally calls,> 3 purchase,heavy
A,Ship,198,low,3,late,seldom calls,0-3 purchase,medium
B,Ship,196,medium,3,ontime,occasionally calls,0-3 purchase,heavy
C,Ship,137,low,9,late,frequently calls,0-3 purchase,medium
F,Ship,192,medium,4,ontime,seldom calls,0-3 purchase,medium
D,Ship,214,low,1,ontime,seldom calls,0-3 purchase,heavy
F,Ship,267,medium,2,late,frequently calls,> 3 purchase,heavy
A,Ship,205,medium,9,late,seldom calls,0-3 purchase,medium
B,Ship,102,medium,6,ontime,seldom calls,> 3 purchase,medium
C,Ship,150,medium,5,ontime,seldom calls,0-3 purchase,medium
F,Ship,176,low,3,ontime,frequently calls,0-3 purchase,heavy
D,Ship,169,high,1,ontime,seldom calls,0-3 purchase,medium
F,Ship,151,medium,5,ontime,occasionally calls,0-3 purchase,medium
A,Ship,243,low,1,ontime,seldom calls,0-3 purchase,medium
B,Ship,150,low,2,ontime,occasionally calls,0-3 purchase,medium
C,Ship,229,low,6,late,occasionally calls,0-3 purchase,medium
F,Ship,164,low,6,ontime,frequently calls,> 3 purchase,medium
D,Ship,220,low,9,late,seldom calls,0-3 purchase,heavy
F,Ship,187,medium,7,ontime,seldom calls,0-3 purchase,medium
A,Ship,255,low,1,late,frequently calls,0-3 purchase,heavy
B,Ship,252,medium,2,ontime,frequently calls,0-3 purchase,medium
C,Ship,242,medium,2,ontime,frequently calls,> 3 purchase,medium
F,Ship,162,low,7,ontime,seldom calls,0-3 purchase,medium
D,Ship,219,medium,1,late,seldom calls,0-3 purchase,medium
F,Ship,248,low,2,late,occasionally calls,0-3 purchase,medium
A,Ship,228,medium,1,late,occasionally calls,0-3 purchase,medium
B,Ship,149,medium,2,ontime,occasionally calls,0-3 purchase,heavy
C,Ship,206,medium,9,ontime,seldom calls,0-3 purchase,heavy
F,Ship,204,medium,4,late,seldom calls,0-3 purchase,medium
D,Ship,222,medium,2,ontime,frequently calls,> 3 purchase,medium
F,Ship,248,medium,1,late,seldom calls,0-3 purchase,medium
A,Ship,225,medium,7,late,seldom calls,0-3 purchase,medium
B,Ship,244,high,9,ontime,seldom calls,0-3 purchase,medium
C,Ship,184,medium,3,ontime,seldom calls,> 3 purchase,medium
F,Ship,223,low,9,late,occasionally calls,0-3 purchase,heavy
D,Ship,133,medium,9,ontime,occasionally calls,> 3 purchase,medium
F,Ship,164,medium,1,ontime,occasionally calls,> 3 purchase,medium
A,Ship,222,medium,9,ontime,seldom calls,> 3 purchase,medium
B,Ship,198,low,8,ontime,seldom calls,0-3 purchase,medium
C,Ship,198,low,5,late,frequently calls,0-3 purchase,medium
F,Ship,193,medium,4,ontime,frequently calls,> 3 purchase,heavy
D,Ship,149,low,9,late,frequently calls,0-3 purchase,medium
F,Ship,265,medium,6,late,occasionally calls,> 3 purchase,medium
A,Ship,187,low,7,ontime,seldom calls,0-3 purchase,medium
B,Ship,198,medium,9,ontime,occasionally calls,0-3 purchase,medium
C,Ship,177,medium,1,ontime,seldom calls,0-3 purchase,medium
F,Ship,255,low,5,ontime,frequently calls,> 3 purchase,heavy
D,Ship,141,medium,7,ontime,seldom calls,0-3 purchase,medium
F,Ship,180,medium,4,late,seldom calls,0-3 purchase,medium
A,Ship,254,high,4,late,seldom calls,0-3 purchase,heavy
B,Ship,211,medium,2,ontime,seldom calls,0-3 purchase,medium
C,Ship,238,medium,7,ontime,seldom calls,0-3 purchase,heavy
F,Ship,239,medium,6,ontime,occasionally calls,0-3 purchase,heavy
D,Ship,175,medium,3,late,occasionally calls,0-3 purchase,medium
F,Ship,238,low,5,ontime,frequently calls,0-3 purchase,heavy
A,Ship,268,medium,5,late,frequently calls,> 3 purchase,medium
B,Ship,142,medium,10,late,occasionally calls,0-3 purchase,medium
C,Ship,186,medium,3,ontime,seldom calls,0-3 purchase,heavy
F,Ship,154,medium,4,late,occasionally calls,0-3 purchase,medium
D,Ship,229,low,9,late,occasionally calls,0-3 purchase,heavy
F,Ship,264,low,8,late,seldom calls,0-3 purchase,medium
A,Ship,196,medium,8,ontime,occasionally calls,0-3 purchase,heavy
B,Ship,169,medium,4,late,frequently calls,0-3 purchase,heavy
C,Ship,168,low,8,ontime,seldom calls,0-3 purchase,heavy
F,Road,226,high,8,ontime,seldom calls,0-3 purchase,heavy
D,Road,189,low,4,late,frequently calls,0-3 purchase,heavy
F,Road,183,low,7,late,occasionally calls,0-3 purchase,medium
A,Road,228,low,7,ontime,seldom calls,0-3 purchase,medium
B,Road,260,low,7,late,seldom calls,0-3 purchase,heavy
C,Road,112,medium,8,ontime,occasionally calls,0-3 purchase,medium
F,Road,221,medium,9,ontime,frequently calls,0-3 purchase,medium
D,Road,258,low,8,late,occasionally calls,0-3 purchase,medium
F,Road,133,medium,5,ontime,occasionally calls,0-3 purchase,heavy
A,Road,139,low,4,ontime,seldom calls,0-3 purchase,medium
B,Road,251,medium,10,ontime,frequently calls,> 3 purchase,heavy
C,Road,258,high,3,ontime,frequently calls,0-3 purchase,medium
F,Road,229,medium,7,late,occasionally calls,0-3 purchase,medium
D,Road,220,low,5,late,frequently calls,> 3 purchase,medium
F,Road,160,low,10,late,frequently calls,0-3 purchase,medium
A,Road,154,medium,4,ontime,seldom calls,0-3 purchase,medium
B,Road,197,low,1,ontime,frequently calls,> 3 purchase,heavy
C,Road,141,low,10,ontime,occasionally calls,0-3 purchase,medium
F,Road,199,medium,7,late,seldom calls,0-3 purchase,heavy
